{title: 'Wyatt Earp (1994)', category:'Western'},
{title: 'Bad Company (1995)', category:'Action|Crime|Drama'},
{title: 'Man of No Importance', category:'Drama'},
{title: 'S.F.W. (1994)', category:'Drama'},
{title: 'Low Down Dirty Shame', category:'Action|Comedy'},
{title: 'Boys Life (1995)', category:'Drama'},
{title: 'Colonel Chabert', category:'Drama|Romance|War'},
{title: 'Faster Pussycat! Kill! Kill! (1965)', category:'Action|Comedy|Crime|Drama'},
{title: 'Jason's Lyric (1994)', category:'Crime|Drama'},
{title: 'Secret Adventures of Tom Thumb', category:'Adventure|Animation'},
{title: 'Street Fighter (1994)', category:'Action|Adventure|Fantasy'},
{title: 'Coldblooded (1995)', category:'Comedy'},
{title: 'Desert Winds (1995)', category:'Drama|Fantasy|Romance'},
{title: 'Fall Time (1995)', category:'Drama'},
{title: 'Fear', category:'Horror'},
{title: 'Frank and Ollie (1995)', category:'Documentary'},
{title: 'Girl in the Cadillac (1995)', category:'Drama'},
{title: 'Homage (1995)', category:'Drama'},
{title: 'Mirage (1995)', category:'Action|Thriller'},
{title: 'Open Season (1996)', category:'Comedy'},
{title: 'Two Crimes (Dos cr', category:'Comedy|Crime|Drama'},
{title: 'Brother Minister', category:'Documentary'},
{title: 'Highlander III', category:'Action|Sci'},-Fi
{title: 'Federal Hill (1994)', category:'Drama'},
{title: 'In the Mouth of Madness (1995)', category:'Horror|Thriller'},
{title: '8 Seconds (1994)', category:'Drama'},
{title: 'Above the Rim (1994)', category:'Drama'},
{title: 'Addams Family Values (1993)', category:'Comedy'},
{title: 'You So Crazy (1994)', category:'Comedy'},
{title: 'Age of Innocence', category:'Drama'},
{title: 'Airheads (1994)', category:'Comedy'},
{title: 'Air Up There', category:'Comedy'},
{title: 'Another Stakeout (1993)', category:'Comedy|Thriller'},
{title: 'Bad Girls (1994)', category:'Western'},
{title: 'Barcelona (1994)', category:'Comedy|Romance'},
{title: 'Being Human (1993)', category:'Drama'},
{title: 'Beverly Hillbillies', category:'Comedy'},
{title: 'Beverly Hills Cop III (1994)', category:'Action|Comedy|Crime|Thriller'},
{title: 'Black Beauty (1994)', category:'Adventure|Children'},
{title: 'Blink (1994)', category:'Thriller'},
{title: 'Blown Away (1994)', category:'Action|Thriller'},
{title: 'Blue Chips (1994)', category:'Drama'},
{title: 'Blue Sky (1994)', category:'Drama|Romance'},
{title: 'Body Snatchers (1993)', category:'Horror|Sci'},-Fi|Thriller
{title: 'Boxing Helena (1993)', category:'Drama|Mystery|Romance|Thriller'},
{title: 'Bronx Tale', category:'Drama'},
{title: 'Cabin Boy (1994)', category:'Comedy'},
{title: 'Calendar Girl (1993)', category:'Drama'},
{title: 'Carlito's Way (1993)', category:'Crime|Drama'},
{title: 'City Slickers II', category:'Adventure|Comedy|Western'},
{title: 'Clean Slate (1994)', category:'Comedy'},
{title: 'Cliffhanger (1993)', category:'Action|Adventure|Thriller'},
{title: 'Coneheads (1993)', category:'Comedy|Sci'},-Fi
{title: 'Color of Night (1994)', category:'Drama|Thriller'},
{title: 'Cops and Robbersons (1994)', category:'Comedy'},
{title: 'Cowboy Way', category:'Action|Comedy|Drama'},
{title: 'Dangerous Game (1993)', category:'Drama'},
{title: 'Dave (1993)', category:'Comedy|Romance'},
{title: 'Dazed and Confused (1993)', category:'Comedy'},
{title: 'Demolition Man (1993)', category:'Action|Adventure|Sci'},-Fi
{title: 'Endless Summer 2', category:'Documentary'},
{title: 'Even Cowgirls Get the Blues (1993)', category:'Comedy|Romance'},
{title: 'Fatal Instinct (1993)', category:'Comedy'},
{title: 'Farewell My Concubine (Ba wang bie ji) (1993)', category:'Drama|Romance'},
{title: 'Favor', category:'Comedy|Romance'},
{title: 'Fearless (1993)', category:'Drama'},
{title: 'Fear of a Black Hat (1994)', category:'Comedy'},
{title: 'With Honors (1994)', category:'Comedy|Drama'},
{title: 'Flesh and Bone (1993)', category:'Drama|Mystery|Romance'},
{title: 'Widows' Peak (1994)', category:'Drama'},
{title: 'For Love or Money (1993)', category:'Comedy'},
{title: 'Firm', category:'Drama|Thriller'},
{title: 'Free Willy (1993)', category:'Adventure|Children|Drama'},
{title: 'Fresh (1994)', category:'Crime|Drama|Thriller'},
{title: 'Fugitive', category:'Thriller'},
{title: 'Geronimo', category:'Drama|Western'},
{title: 'Getaway', category:'Action|Adventure|Crime|Drama|Romance|Thriller'},
{title: 'Getting Even with Dad (1994)', category:'Comedy'},
{title: 'Go Fish (1994)', category:'Drama|Romance'},
{title: 'Good Man in Africa', category:'Action|Adventure'},
{title: 'Guilty as Sin (1993)', category:'Crime|Drama|Thriller'},
{title: 'Hard Target (1993)', category:'Action|Adventure|Crime|Thriller'},
{title: 'Heaven & Earth (1993)', category:'Action|Drama|War'},
{title: 'Hot Shots! Part Deux (1993)', category:'Action|Comedy|War'},
{title: 'Live Nude Girls (1995)', category:'Comedy'},
{title: 'Englishman Who Went Up a Hill But Came Down a Mountain', category:'Comedy|Romance'},
{title: 'House of the Spirits', category:'Drama|Romance'},
{title: 'House Party 3 (1994)', category:'Comedy'},
{title: 'Hudsucker Proxy', category:'Comedy|Drama|Fantasy|Romance'},
